ID,年份,地区,行政区划代码,所属省份,所属地域,长江经济带,专利申请总量,专利申请_发明专利,专利申请_实用新型,专利申请_外观设计,专利授权总量,专利授权_发明专利,专利授权_实用新型,专利授权_外观设计,Unnamed: 15
6648,2023,兰州市,620100,甘肃省,西部,0,7076,3501,3215,360,9817,2716,6471,630,
6649,2000,嘉峪关市,620200,甘肃省,西部,0,3,1,2,0,8,2,5,1,
6650,2001,嘉峪关市,620200,甘肃省,西部,0,3,2,1,0,2,0,2,0,
6651,2002,嘉峪关市,620200,甘肃省,西部,0,4,0,4,0,2,0,2,0,
6652,2003,嘉峪关市,620200,甘肃省,西部,0,14,7,7,0,5,2,3,0,
6653,2004,嘉峪关市,620200,甘肃省,西部,0,5,2,3,0,10,3,7,0,
6654,2005,嘉峪关市,620200,甘肃省,西部,0,22,4,7,11,2,0,2,0,
6655,2006,嘉峪关市,620200,甘肃省,西部,0,7,2,5,0,19,2,6,11,
6656,2007,嘉峪关市,620200,甘肃省,西部,0,8,1,7,0,9,3,6,0,
6657,2008,嘉峪关市,620200,甘肃省,西部,0,15,3,12,0,9,1,8,0,
6658,2009,嘉峪关市,620200,甘肃省,西部,0,23,5,17,1,17,4,13,0,
6659,2010,嘉峪关市,620200,甘肃省,西部,0,32,7,24,1,20,0,19,1,
6660,2011,嘉峪关市,620200,甘肃省,西部,0,60,10,43,7,28,3,23,2,
6661,2012,嘉峪关市,620200,甘肃省,西部,0,108,36,70,2,53,1,46,6,
6662,2013,嘉峪关市,620200,甘肃省,西部,0,203,68,134,1,92,4,85,3,
6663,2014,嘉峪关市,620200,甘肃省,西部,0,325,95,228,2,240,7,231,2,
6664,2015,嘉峪关市,620200,甘肃省,西部,0,265,85,176,4,249,26,222,1,
6665,2016,嘉峪关市,620200,甘肃省,西部,0,316,83,195,38,227,64,160,3,
6666,2017,嘉峪关市,620200,甘肃省,西部,0,607,125,457,25,276,45,177,54,
6667,2018,嘉峪关市,620200,甘肃省,西部,0,482,142,321,19,448,32,399,17,
6668,2019,嘉峪关市,620200,甘肃省,西部,0,652,180,457,15,424,50,352,22,
6669,2020,嘉峪关市,620200,甘肃省,西部,0,834,204,617,13,507,27,473,7,
6670,2021,嘉峪关市,620200,甘肃省,西部,0,899,173,681,45,913,54,814,45,
6671,2022,嘉峪关市,620200,甘肃省,西部,0,988,202,756,30,872,43,801,28,
6672,2023,嘉峪关市,620200,甘肃省,西部,0,404,112,289,3,767,90,662,15,
6673,2000,金昌市,620300,甘肃省,西部,0,13,2,11,0,18,1,17,0,
6674,2001,金昌市,620300,甘肃省,西部,0,6,4,2,0,16,3,13,0,
6675,2002,金昌市,620300,甘肃省,西部,0,9,5,3,1,3,1,1,1,
6676,2003,金昌市,620300,甘肃省,西部,0,24,5,17,2,4,2,2,0,
6677,2004,金昌市,620300,甘肃省,西部,0,19,8,11,0,7,1,4,2,
6678,2005,金昌市,620300,甘肃省,西部,0,10,3,7,0,23,3,20,0,
6679,2006,金昌市,620300,甘肃省,西部,0,132,71,61,0,12,3,9,0,
6680,2007,金昌市,620300,甘肃省,西部,0,161,61,99,1,45,5,40,0,
6681,2008,金昌市,620300,甘肃省,西部,0,27,19,8,0,116,3,112,1,
6682,2009,金昌市,620300,甘肃省,西部,0,85,45,32,8,35,15,20,0,
6683,2010,金昌市,620300,甘肃省,西部,0,181,54,125,2,55,12,35,8,
6684,2011,金昌市,620300,甘肃省,西部,0,221,57,164,0,163,15,146,2,
6685,2012,金昌市,620300,甘肃省,西部,0,279,89,189,1,225,20,205,0,
6686,2013,金昌市,620300,甘肃省,西部,0,450,120,325,5,272,21,248,3,
6687,2014,金昌市,620300,甘肃省,西部,0,565,207,349,9,377,31,336,10,
6688,2015,金昌市,620300,甘肃省,西部,0,523,152,364,7,389,47,335,7,
6689,2016,金昌市,620300,甘肃省,西部,0,553,145,404,4,434,56,373,5,
6690,2017,金昌市,620300,甘肃省,西部,0,699,186,497,16,412,60,348,4,
6691,2018,金昌市,620300,甘肃省,西部,0,750,200,543,7,624,62,546,16,
6692,2019,金昌市,620300,甘肃省,西部,0,872,185,672,15,563,44,505,14,
6693,2020,金昌市,620300,甘肃省,西部,0,1073,213,849,11,811,43,760,8,
6694,2021,金昌市,620300,甘肃省,西部,0,1240,318,894,28,971,42,910,19,
6695,2022,金昌市,620300,甘肃省,西部,0,1422,357,1047,18,1136,53,1062,21,
6696,2023,金昌市,620300,甘肃省,西部,0,807,258,545,4,1324,117,1189,18,
6697,2000,白银市,620400,甘肃省,西部,0,11,4,7,0,11,2,9,0,
6698,2001,白银市,620400,甘肃省,西部,0,14,4,7,3,10,0,8,2,
6699,2002,白银市,620400,甘肃省,西部,0,7,1,5,1,9,1,7,1,
6700,2003,白银市,620400,甘肃省,西部,0,29,6,21,2,8,3,4,1,
6701,2004,白银市,620400,甘肃省,西部,0,14,9,5,0,20,1,17,2,
6702,2005,白银市,620400,甘肃省,西部,0,9,4,4,1,8,1,6,1,
6703,2006,白银市,620400,甘肃省,西部,0,19,7,10,2,9,4,5,0,
6704,2007,白银市,620400,甘肃省,西部,0,18,6,9,3,16,2,12,2,
6705,2008,白银市,620400,甘肃省,西部,0,63,30,32,1,15,2,10,3,
6706,2009,白银市,620400,甘肃省,西部,0,154,40,54,60,35,3,32,0,
6707,2010,白银市,620400,甘肃省,西部,0,153,51,75,27,130,5,62,63,
6708,2011,白银市,620400,甘肃省,西部,0,315,100,201,14,166,12,125,29,
6709,2012,白银市,620400,甘肃省,西部,0,440,139,285,16,272,35,217,20,
6710,2013,白银市,620400,甘肃省,西部,0,486,129,304,53,444,54,359,31,
6711,2014,白银市,620400,甘肃省,西部,0,679,288,376,15,438,62,344,32,
6712,2015,白银市,620400,甘肃省,西部,0,680,115,560,5,441,48,381,12,
6713,2016,白银市,620400,甘肃省,西部,0,726,249,456,21,700,69,612,19,
6714,2017,白银市,620400,甘肃省,西部,0,991,187,667,137,399,44,335,20,
6715,2018,白银市,620400,甘肃省,西部,0,780,174,482,124,798,50,611,137,
6716,2019,白银市,620400,甘肃省,西部,0,1000,243,692,65,656,52,475,129,
6717,2020,白银市,620400,甘肃省,西部,0,1506,342,1104,60,956,47,826,83,
6718,2021,白银市,620400,甘肃省,西部,0,1351,337,945,69,1307,95,1155,57,
6719,2022,白银市,620400,甘肃省,西部,0,1225,250,890,85,1215,92,1037,86,
6720,2023,白银市,620400,甘肃省,西部,0,658,189,441,28,1168,114,992,62,
6721,2000,天水市,620500,甘肃省,西部,0,30,14,14,2,28,5,21,2,
6722,2001,天水市,620500,甘肃省,西部,0,37,6,22,9,23,1,16,6,
6723,2002,天水市,620500,甘肃省,西部,0,40,8,20,12,29,2,21,6,
6724,2003,天水市,620500,甘肃省,西部,0,54,8,32,14,36,4,20,12,
6725,2004,天水市,620500,甘肃省,西部,0,66,11,41,14,43,3,24,16,
6726,2005,天水市,620500,甘肃省,西部,0,101,20,76,5,50,3,37,10,
6727,2006,天水市,620500,甘肃省,西部,0,146,31,100,15,62,5,55,2,
6728,2007,天水市,620500,甘肃省,西部,0,104,30,66,8,136,5,115,16,
6729,2008,天水市,620500,甘肃省,西部,0,220,47,146,27,115,14,92,9,
6730,2009,天水市,620500,甘肃省,西部,0,185,47,123,15,163,7,133,23,
6731,2010,天水市,620500,甘肃省,西部,0,199,38,141,20,181,13,145,23,
6732,2011,天水市,620500,甘肃省,西部,0,213,69,117,27,187,29,130,28,
6733,2012,天水市,620500,甘肃省,西部,0,289,64,193,32,193,23,143,27,
6734,2013,天水市,620500,甘肃省,西部,0,450,108,227,115,304,35,208,61,
6735,2014,天水市,620500,甘肃省,西部,0,504,206,219,79,371,24,255,92,
6736,2015,天水市,620500,甘肃省,西部,0,448,179,221,48,369,44,238,87,
6737,2016,天水市,620500,甘肃省,西部,0,732,240,364,128,353,36,258,59,
6738,2017,天水市,620500,甘肃省,西部,0,854,327,433,94,494,49,316,129,
6739,2018,天水市,620500,甘肃省,西部,0,760,128,441,191,597,37,420,140,
6740,2019,天水市,620500,甘肃省,西部,0,1024,183,752,89,645,24,487,134,
6741,2020,天水市,620500,甘肃省,西部,0,1246,232,911,103,944,28,795,121,
6742,2021,天水市,620500,甘肃省,西部,0,1203,257,834,112,1125,57,965,103,
6743,2022,天水市,620500,甘肃省,西部,0,1270,253,877,140,1196,64,997,135,
6744,2023,天水市,620500,甘肃省,西部,0,591,173,358,60,1062,85,858,119,
6745,2000,武威市,620600,甘肃省,西部,0,19,2,10,7,12,0,4,8,
6746,2001,武威市,620600,甘肃省,西部,0,12,1,10,1,16,0,10,6,
6747,2002,武威市,620600,甘肃省,西部,0,23,4,17,2,12,0,9,3,
6748,2003,武威市,620600,甘肃省,西部,0,11,1,8,2,19,0,18,1,
6749,2004,武威市,620600,甘肃省,西部,0,21,3,13,5,8,0,7,1,
6750,2005,武威市,620600,甘肃省,西部,0,20,5,13,2,16,1,10,5,
6751,2006,武威市,620600,甘肃省,西部,0,34,5,14,15,17,0,14,3,
6752,2007,武威市,620600,甘肃省,西部,0,28,4,21,3,32,2,16,14,
6753,2008,武威市,620600,甘肃省,西部,0,51,12,22,17,36,2,32,2,
6754,2009,武威市,620600,甘肃省,西部,0,56,10,29,17,32,3,11,18,
6755,2010,武威市,620600,甘肃省,西部,0,62,12,20,30,53,2,33,18,
6756,2011,武威市,620600,甘肃省,西部,0,88,36,34,18,61,5,26,30,
6757,2012,武威市,620600,甘肃省,西部,0,269,66,90,113,108,10,50,48,
6758,2013,武威市,620600,甘肃省,西部,0,286,43,101,142,285,21,120,144,
6759,2014,武威市,620600,甘肃省,西部,0,531,69,156,306,251,21,104,126,
6760,2015,武威市,620600,甘肃省,西部,0,604,184,210,210,543,15,192,336,
6761,2016,武威市,620600,甘肃省,西部,0,957,283,486,188,478,37,238,203,
6762,2017,武威市,620600,甘肃省,西部,0,1407,426,750,231,867,56,600,211,
6763,2018,武威市,620600,甘肃省,西部,0,1489,250,1024,215,996,53,737,206,
6764,2019,武威市,620600,甘肃省,西部,0,1374,196,1091,87,1112,33,909,170,
6765,2020,武威市,620600,甘肃省,西部,0,1707,159,1424,124,1469,37,1292,140,
6766,2021,武威市,620600,甘肃省,西部,0,1443,180,1112,151,1768,38,1579,151,
6767,2022,武威市,620600,甘肃省,西部,0,930,133,745,52,1134,39,1022,73,
6768,2023,武威市,620600,甘肃省,西部,0,548,126,360,62,878,57,731,90,
6769,2000,张掖市,620700,甘肃省,西部,0,8,1,6,1,5,1,3,1,
6770,2001,张掖市,620700,甘肃省,西部,0,8,0,1,7,8,0,8,0,
6771,2002,张掖市,620700,甘肃省,西部,0,5,2,2,1,10,1,1,8,
6772,2003,张掖市,620700,甘肃省,西部,0,15,4,6,5,6,0,2,4,
6773,2004,张掖市,620700,甘肃省,西部,0,8,4,4,0,7,0,6,1,
6774,2005,张掖市,620700,甘肃省,西部,0,43,18,7,18,5,1,4,0,
6775,2006,张掖市,620700,甘肃省,西部,0,71,14,17,40,27,3,3,21,
6776,2007,张掖市,620700,甘肃省,西部,0,40,6,14,20,53,1,20,32,
6777,2008,张掖市,620700,甘肃省,西部,0,50,22,25,3,50,12,16,22,
6778,2009,张掖市,620700,甘肃省,西部,0,61,32,28,1,39,6,26,7,
6779,2010,张掖市,620700,甘肃省,西部,0,75,28,45,2,44,6,37,1,
6780,2011,张掖市,620700,甘肃省,西部,0,110,46,39,25,77,16,54,7,
6781,2012,张掖市,620700,甘肃省,西部,0,192,65,109,18,85,22,41,22,
6782,2013,张掖市,620700,甘肃省,西部,0,288,151,105,32,207,19,146,42,
6783,2014,张掖市,620700,甘肃省,西部,0,508,222,172,114,193,24,123,46,
6784,2015,张掖市,620700,甘肃省,西部,0,716,376,282,58,408,43,261,104,
6785,2016,张掖市,620700,甘肃省,西部,0,1190,330,546,314,686,43,327,316,
6786,2017,张掖市,620700,甘肃省,西部,0,2028,525,1221,282,828,37,609,182,
6787,2018,张掖市,620700,甘肃省,西部,0,3211,899,1824,488,1806,38,1515,253,
6788,2019,张掖市,620700,甘肃省,西部,0,2023,258,1550,215,1947,33,1456,458,
6789,2020,张掖市,620700,甘肃省,西部,0,2347,200,1822,325,2187,32,1794,361,
6790,2021,张掖市,620700,甘肃省,西部,0,1798,187,1284,327,2214,60,1949,205,
6791,2022,张掖市,620700,甘肃省,西部,0,1346,198,1068,80,1524,66,1218,240,
6792,2023,张掖市,620700,甘肃省,西部,0,694,127,522,45,1244,71,1085,88,
6793,2000,平凉市,620800,甘肃省,西部,0,8,1,6,1,9,2,6,1,
6794,2001,平凉市,620800,甘肃省,西部,0,15,3,8,4,9,1,6,2,
6795,2002,平凉市,620800,甘肃省,西部,0,11,7,4,0,12,0,9,3,
6796,2003,平凉市,620800,甘肃省,西部,0,8,3,5,0,5,1,4,0,
6797,2004,平凉市,620800,甘肃省,西部,0,6,2,4,0,6,1,5,0,
6798,2005,平凉市,620800,甘肃省,西部,0,7,2,4,1,5,2,3,0,
6799,2006,平凉市,620800,甘肃省,西部,0,14,3,9,2,6,2,3,1,
6800,2007,平凉市,620800,甘肃省,西部,0,10,1,8,1,8,0,8,0,
6801,2008,平凉市,620800,甘肃省,西部,0,60,15,38,7,21,0,18,3,
6802,2009,平凉市,620800,甘肃省,西部,0,46,11,22,13,43,1,35,7,
6803,2010,平凉市,620800,甘肃省,西部,0,73,19,33,21,47,4,27,16,
6804,2011,平凉市,620800,甘肃省,西部,0,44,13,17,14,63,5,33,25,
6805,2012,平凉市,620800,甘肃省,西部,0,78,24,38,16,36,5,18,13,
6806,2013,平凉市,620800,甘肃省,西部,0,122,34,52,36,76,5,46,25,
6807,2014,平凉市,620800,甘肃省,西部,0,199,75,71,53,136,7,77,52,
6808,2015,平凉市,620800,甘肃省,西部,0,280,100,114,66,158,17,89,52,
6809,2016,平凉市,620800,甘肃省,西部,0,449,146,181,122,284,30,115,139,
6810,2017,平凉市,620800,甘肃省,西部,0,617,171,246,200,301,18,152,131,
6811,2018,平凉市,620800,甘肃省,西部,0,535,118,367,50,376,10,268,98,
6812,2019,平凉市,620800,甘肃省,西部,0,575,58,472,45,417,15,343,59,
6813,2020,平凉市,620800,甘肃省,西部,0,1342,166,1122,54,683,15,617,51,
6814,2021,平凉市,620800,甘肃省,西部,0,1270,207,989,74,1432,27,1331,74,
6815,2022,平凉市,620800,甘肃省,西部,0,1137,194,859,84,1076,32,959,85,
6816,2023,平凉市,620800,甘肃省,西部,0,585,149,386,50,1014,46,890,78,
6817,2000,酒泉市,620900,甘肃省,西部,0,52,9,36,7,22,1,21,0,
6818,2001,酒泉市,620900,甘肃省,西部,0,19,5,10,4,50,3,39,8,
6819,2002,酒泉市,620900,甘肃省,西部,0,23,2,18,3,17,1,11,5,
6820,2003,酒泉市,620900,甘肃省,西部,0,25,4,19,2,20,1,17,2,
6821,2004,酒泉市,620900,甘肃省,西部,0,35,14,17,4,13,1,11,1,
6822,2005,酒泉市,620900,甘肃省,西部,0,23,8,12,3,25,0,22,3,
6823,2006,酒泉市,620900,甘肃省,西部,0,53,5,46,2,19,3,12,4,
6824,2007,酒泉市,620900,甘肃省,西部,0,41,4,31,6,45,4,39,2,
6825,2008,酒泉市,620900,甘肃省,西部,0,37,14,20,3,50,2,42,6,
6826,2009,酒泉市,620900,甘肃省,西部,0,112,26,81,5,25,1,22,2,
6827,2010,酒泉市,620900,甘肃省,西部,0,159,36,115,8,116,3,104,9,
6828,2011,酒泉市,620900,甘肃省,西部,0,283,72,199,12,131,7,113,11,
6829,2012,酒泉市,620900,甘肃省,西部,0,527,272,202,53,253,16,196,41,
6830,2013,酒泉市,620900,甘肃省,西部,0,816,438,303,75,407,16,337,54,
6831,2014,酒泉市,620900,甘肃省,西部,0,890,404,386,100,321,7,261,53,
6832,2015,酒泉市,620900,甘肃省,西部,0,695,287,350,58,582,28,455,99,
6833,2016,酒泉市,620900,甘肃省,西部,0,903,260,523,120,458,41,355,62,
6834,2017,酒泉市,620900,甘肃省,西部,0,1442,193,1076,173,619,45,434,140,
6835,2018,酒泉市,620900,甘肃省,西部,0,1142,145,931,66,1295,31,1105,159,
6836,2019,酒泉市,620900,甘肃省,西部,0,1390,123,1127,140,994,15,925,54,
6837,2020,酒泉市,620900,甘肃省,西部,0,1454,115,1261,78,1487,15,1277,195,
6838,2021,酒泉市,620900,甘肃省,西部,0,1144,148,968,28,1409,35,1344,30,
6839,2022,酒泉市,620900,甘肃省,西部,0,1457,202,1182,73,1273,45,1175,53,
6840,2023,酒泉市,620900,甘肃省,西部,0,699,194,450,55,1246,90,1071,85,
6841,2000,庆阳市,621000,甘肃省,西部,0,12,1,9,2,14,3,10,1,
6842,2001,庆阳市,621000,甘肃省,西部,0,14,4,10,0,16,1,13,2,
6843,2002,庆阳市,621000,甘肃省,西部,0,9,1,8,0,9,0,9,0,
6844,2003,庆阳市,621000,甘肃省,西部,0,11,2,5,4,7,0,7,0,
6845,2004,庆阳市,621000,甘肃省,西部,0,11,2,8,1,11,3,4,4,
6846,2005,庆阳市,621000,甘肃省,西部,0,18,7,7,4,9,0,5,4,
6847,2006,庆阳市,621000,甘肃省,西部,0,15,7,7,1,10,0,9,1,
6848,2007,庆阳市,621000,甘肃省,西部,0,12,4,6,2,16,4,11,1,
6849,2008,庆阳市,621000,甘肃省,西部,0,33,11,17,5,6,0,5,1,
6850,2009,庆阳市,621000,甘肃省,西部,0,37,28,7,2,20,0,18,2,
6851,2010,庆阳市,621000,甘肃省,西部,0,66,37,19,10,26,2,13,11,
6852,2011,庆阳市,621000,甘肃省,西部,0,194,119,54,21,52,6,28,18,
6853,2012,庆阳市,621000,甘肃省,西部,0,725,421,156,148,221,7,101,113,
6854,2013,庆阳市,621000,甘肃省,西部,0,422,208,119,95,272,10,182,80,
6855,2014,庆阳市,621000,甘肃省,西部,0,654,537,77,40,160,12,69,79,
6856,2015,庆阳市,621000,甘肃省,西部,0,561,328,127,106,203,24,121,58,
6857,2016,庆阳市,621000,甘肃省,西部,0,703,286,192,225,315,10,117,188,
6858,2017,庆阳市,621000,甘肃省,西部,0,1385,527,531,327,491,19,274,198,
6859,2018,庆阳市,621000,甘肃省,西部,0,743,132,420,191,746,11,472,263,
6860,2019,庆阳市,621000,甘肃省,西部,0,1063,105,742,216,743,16,428,299,
6861,2020,庆阳市,621000,甘肃省,西部,0,1215,187,887,141,1023,15,845,163,
6862,2021,庆阳市,621000,甘肃省,西部,0,867,178,547,142,1079,44,878,157,
6863,2022,庆阳市,621000,甘肃省,西部,0,898,268,471,159,812,69,600,143,
6864,2023,庆阳市,621000,甘肃省,西部,0,488,170,241,77,681,86,461,134,
6865,2000,定西市,621100,甘肃省,西部,0,7,1,5,1,5,0,2,3,
6866,2001,定西市,621100,甘肃省,西部,0,8,2,4,2,8,0,8,0,
6867,2002,定西市,621100,甘肃省,西部,0,7,2,4,1,8,3,2,3,
6868,2003,定西市,621100,甘肃省,西部,0,11,4,4,3,6,1,4,1,
6869,2004,定西市,621100,甘肃省,西部,0,8,4,4,0,7,1,4,2,
6870,2005,定西市,621100,甘肃省,西部,0,7,2,3,2,7,2,5,0,
6871,2006,定西市,621100,甘肃省,西部,0,10,4,4,2,5,1,2,2,
6872,2007,定西市,621100,甘肃省,西部,0,21,10,3,8,6,0,4,2,
6873,2008,定西市,621100,甘肃省,西部,0,32,12,20,0,14,2,5,7,
6874,2009,定西市,621100,甘肃省,西部,0,56,20,30,6,22,1,20,1,
6875,2010,定西市,621100,甘肃省,西部,0,122,40,55,27,55,5,28,22,
6876,2011,定西市,621100,甘肃省,西部,0,155,41,87,27,109,8,90,11,
6877,2012,定西市,621100,甘肃省,西部,0,186,72,78,36,112,17,63,32,
6878,2013,定西市,621100,甘肃省,西部,0,236,86,101,49,188,14,128,46,
6879,2014,定西市,621100,甘肃省,西部,0,287,107,115,65,190,17,101,72,
6880,2015,定西市,621100,甘肃省,西部,0,278,69,114,95,215,36,117,62,
6881,2016,定西市,621100,甘肃省,西部,0,319,122,129,68,223,35,103,85,
6882,2017,定西市,621100,甘肃省,西部,0,522,191,311,20,242,38,151,53,
6883,2018,定西市,621100,甘肃省,西部,0,474,114,346,14,311,23,275,13,
6884,2019,定西市,621100,甘肃省,西部,0,748,101,559,88,439,12,398,29,
6885,2020,定西市,621100,甘肃省,西部,0,1246,108,1055,83,786,9,664,113,
6886,2021,定西市,621100,甘肃省,西部,0,1194,158,970,66,1324,25,1222,77,
6887,2022,定西市,621100,甘肃省,西部,0,1149,176,872,101,1150,24,1049,77,
6888,2023,定西市,621100,甘肃省,西部,0,438,117,286,35,855,49,718,88,
6889,2000,陇南市,621200,甘肃省,西部,0,18,15,3,0,2,0,1,1,
6890,2001,陇南市,621200,甘肃省,西部,0,10,8,1,1,4,2,2,0,
6891,2002,陇南市,621200,甘肃省,西部,0,2,2,0,0,2,0,1,1,
6892,2003,陇南市,621200,甘肃省,西部,0,10,8,2,0,1,1,0,0,
6893,2004,陇南市,621200,甘肃省,西部,0,9,4,3,2,4,1,2,1,
6894,2005,陇南市,621200,甘肃省,西部,0,5,3,2,0,4,0,3,1,
6895,2006,陇南市,621200,甘肃省,西部,0,16,5,8,3,4,2,1,1,
6896,2007,陇南市,621200,甘肃省,西部,0,21,5,7,9,9,0,7,2,
6897,2008,陇南市,621200,甘肃省,西部,0,24,6,5,13,19,3,9,7,
6898,2009,陇南市,621200,甘肃省,西部,0,20,4,3,13,17,1,5,11,
6899,2010,陇南市,621200,甘肃省,西部,0,30,8,14,8,29,2,10,17,
6900,2011,陇南市,621200,甘肃省,西部,0,44,8,4,32,17,1,8,8,
6901,2012,陇南市,621200,甘肃省,西部,0,49,13,19,17,54,2,8,44,
6902,2013,陇南市,621200,甘肃省,西部,0,81,6,22,53,65,7,25,33,
6903,2014,陇南市,621200,甘肃省,西部,0,147,44,36,67,100,3,33,64,
6904,2015,陇南市,621200,甘肃省,西部,0,170,39,47,84,123,8,25,90,
6905,2016,陇南市,621200,甘肃省,西部,0,309,57,94,158,152,5,46,101,
6906,2017,陇南市,621200,甘肃省,西部,0,434,93,124,217,221,9,96,116,
6907,2018,陇南市,621200,甘肃省,西部,0,412,103,118,191,449,29,132,288,
6908,2019,陇南市,621200,甘肃省,西部,0,389,85,204,100,238,13,105,120,
6909,2020,陇南市,621200,甘肃省,西部,0,560,74,383,103,403,10,263,130,
6910,2021,陇南市,621200,甘肃省,西部,0,548,81,368,99,579,14,461,104,
6911,2022,陇南市,621200,甘肃省,西部,0,409,89,257,63,412,17,335,60,
6912,2023,陇南市,621200,甘肃省,西部,0,269,67,152,50,399,17,298,84,
6913,2000,西宁市,630100,青海省,西部,0,106,33,58,15,97,9,60,28,
6914,2001,西宁市,630100,青海省,西部,0,74,27,39,8,87,22,53,12,
6915,2002,西宁市,630100,青海省,西部,0,90,39,31,20,64,10,41,13,
6916,2003,西宁市,630100,青海省,西部,0,100,48,32,20,63,14,29,20,
6917,2004,西宁市,630100,青海省,西部,0,70,35,22,13,56,15,25,16,
6918,2005,西宁市,630100,青海省,西部,0,132,79,39,14,58,17,25,16,
6919,2006,西宁市,630100,青海省,西部,0,227,66,55,106,64,25,32,7,
6920,2007,西宁市,630100,青海省,西部,0,249,74,71,104,147,23,60,64,
6921,2008,西宁市,630100,青海省,西部,0,261,113,69,79,210,19,84,107,
6922,2009,西宁市,630100,青海省,西部,0,361,152,93,116,255,33,69,153,
6923,2010,西宁市,630100,青海省,西部,0,336,152,83,101,228,28,105,95,
